id,price
100130,4949274.0049361875
100131,5154471.819188531
100132,943954.0146063039
100133,1599735.8806966953
100134,5438109.966520766
100135,3294041.188169169
100136,1961077.0117317992
100137,7599557.214426922
100138,3179805.013938519
100139,7865813.996857147
100140,1950142.6163721837
100141,10995905.646861907
100142,4258362.009064362
100143,2683511.519065991
100144,5455202.259697242
100145,2133895.934620862
100146,10387868.008198177
100147,2210610.8142125597
100148,3872867.186634124
100149,8305174.7981125545
100150,2180855.0088622663
100151,2603049.4247429194
100152,4416258.897640211
100153,5486686.55768386
100154,4660317.451033754
100155,1892759.6879788353
100156,2576429.412775216
100157,3576892.1414837753
100158,1762365.3019625777
100159,4283964.900103242
100160,3044289.8746227454
100161,3487923.054590054
100162,5500112.391085985
100163,5479003.922257199
100164,2839122.1343987873
100165,4231492.639536795
100166,2853089.045381656
100167,5078135.585988305
100168,2093779.0308210826
100169,7602192.416235907
100170,11999486.316723276
100171,8305174.7981125545
100172,5507757.578125556
100173,3087798.0811460596
100174,5206094.84856235
100175,11842918.386221118
100176,4315031.180777203
100177,5499142.6536444
100178,5479005.040460653
100179,7625088.455338027
100180,8843190.479817709
100181,11882301.149121687
100182,6206537.228034997
100183,4792841.653879084
100184,3397418.536829664
100185,1338454.3127874092
100186,2800111.7292364445
100187,2107536.312621952
100188,5070452.950561644
100189,5357307.716133184
100190,5827731.412602703
100191,9468295.997544244
100192,5232285.796890096
100193,4632003.181617498
100194,4603442.963560304
100195,4579349.973696588
100196,4218340.3049808
100197,3287236.5586025063
100198,5507757.578125556
100199,2011394.20931276
100200,4144857.061374282
100201,2518833.327986801
100202,4660317.451033754
100203,3501090.4332169327
100204,4923437.171642125
100205,5479003.922257199
100206,4746476.162355477
100207,2284656.70748564
100208,3692871.1099660555
100209,1751835.067676992
100210,2040043.8928344143
100211,8415996.013052851
100212,3305239.25831784
100213,3177425.494319892
100214,18039258.964168124
100215,2263582.1038004
100216,2962205.706975429
100217,3735948.136841869
100218,1176782.0053898003
100219,2396222.2474629763
100220,1640018.8996055797
100221,5276383.943328819
100222,3301426.839223661
100223,1447279.875438094
100224,4057347.529625659
100225,4214421.615117204
100226,1608944.4412979595
100227,3504763.2257168693
100228,4018320.6671591774
100229,2367571.7409354635
100230,4058237.8689088626
100231,3443262.4296917096
100232,6248591.339738794
100233,8238212.519531247
100234,5385869.7014271235
100235,6589180.146448406
100236,1443589.123692604
100237,2927696.6467696154
100238,2628458.7711743335
100239,1526536.9318797693
100240,4223867.389697446
100241,4251666.939536916
100242,2705442.1254800344
100243,2560207.9130396517
100244,7579674.24173056
100245,2484120.4520915262
100246,4016268.7334174006
100247,6491827.003002429
100248,1737591.7667217166
100249,2171509.603210268
100250,6156833.970996907
100251,3305011.124307056
100252,16942538.08578837
100253,10248008.935414964
100254,3700880.1144308266
100255,3998082.9729157547
100256,6086202.152225302
100257,6501413.810217849
100258,3035217.8559486894
100259,1673765.5160522354
100260,4672773.546994294
100261,2985123.094434333
100262,1857019.5805448033
100263,2365349.5682062395
100264,6827535.506481062
100265,11032330.822294885
100266,6917870.893397227
100267,7553818.409643932
100268,5206094.84856235
100269,10973076.664292403
100270,2350017.926112956
100271,3736039.1709596813
100272,4914634.66442744
100273,10941004.219710305
100274,3216579.941387392
100275,3803160.4378284435
100276,4018320.6671591774
100277,1585248.851711483
100278,12398955.741597509
100279,1559546.258519153
100280,1848419.001541283
100281,5799863.25369176
100282,2268182.7324034167
100283,4223867.389697446
100284,1434262.8843233774
100285,7252282.700962107
100286,2539034.705451289
100287,2321712.795252309
100288,8624642.031425044
100289,5058252.6132919425
100290,10979538.224292686
100291,2144447.2816048125
100292,3891424.1517336103
100293,2788390.2816062854
100294,3706004.534239253
100295,2853795.0629123556
100296,4394001.686113602
100297,2377045.9715290363
100298,6125444.418749397
100299,2741376.2495555417
100300,2236857.618261299
100301,3871541.1790372473
100302,4085085.9696795447
100303,6608464.107165324
100304,1369083.2758620807
100305,1485529.7970967302
100306,3897827.2664979044
100307,4818129.045860061
100308,3678304.05988547
100309,15880193.199015088
100310,7885696.969553509
100311,3324894.097003419
100312,3320046.9280176293
100313,11186264.037360933
100314,1639278.2000599669
100315,2782024.307928317
100316,3635674.0713498397
100317,7680360.404969539
100318,3744312.5920626344
100319,4214421.615117204
100320,7414471.662319903
100321,24286386.23384309
100322,4589177.030907011
100323,4055557.012641576
100324,21837906.13561158
100325,1405686.3909246898
100326,9496983.901360892
100327,5519025.626340762
100328,3076617.654975195
100329,2955273.930811651
100330,2386112.7514100377
100331,3078310.7485196227
100332,5297282.102533345
100333,4810292.559963226
100334,2735126.1797197512
100335,3986545.0418688008
100336,5986431.834164865
100337,4761357.355892465
100338,4981895.763405562
100339,3535791.2121808333
100340,5259579.759038318
100341,6608464.107165324
100342,2659540.022670718
100343,6917870.893397227
100344,3524646.1984132323
100345,16868030.23622108
100346,2069751.615721318
100347,1822681.4538816065
100348,4271549.912233278
100349,2443236.27951372
100350,6346078.795711507
100351,3341011.697159442
100352,4604266.727533649
100353,1783818.9270102405
100354,1362657.4183862014
100355,4292738.818748887
100356,5158390.509052126
100357,4490414.3406272065
100358,3324331.573911587
100359,4860083.964262386
100360,2029083.7286786307
100361,2518833.327986801
100362,4519486.4050072385
100363,4882647.793226035
100364,2827320.62951595
100365,1136804.4955053262
100366,7231770.562530794
100367,4641033.490316837
100368,2149200.5567224
100369,4278244.981760724
100370,2859001.4580961186
100371,3692939.4577261778
100372,5364990.351559845
100373,9860284.24311521
100374,1912344.5655962653
100375,2554283.531567165
100376,5780027.073092479
100377,5154471.819188531
100378,5808780.728960836
100379,5172772.907544853
100380,4411362.280985884
100381,5787709.70851914
100382,4263867.276806617
100383,2507269.4995164215
100384,4571760.263877673
100385,5647075.958071121
100386,4881757.453942832
100387,2446472.5735742766
100388,5062213.611254894
100389,9958278.988083864
100390,7611872.902253855
100391,2825791.5647636196
100392,7565257.778410515
100393,2333035.5349087575
100394,4652634.815607093
100395,3639212.6055088937
100396,6917870.893397227
100397,2404470.661813926
100398,5280781.223949897
100399,3915544.671162257
100400,1008795.2951694754
100401,2948037.889462542
100402,2359166.159696307
100403,4062156.558772457
100404,1077055.947876175
100405,2430744.6149402605
100406,4266314.191357457
100407,1621237.0737414036
100408,3464898.5242196564
100409,6819852.871054401
100410,5357307.716133184
100411,4365392.4213841185
100412,8447443.719477123
100413,2131668.3598223175
100414,3732029.4469782747
100415,3134404.9364271793
100416,4778962.112446782
100417,2180181.155256829
100418,4383852.845019916
100419,3715703.327333152
100420,2919805.6107991724
100421,1567752.7423256505
100422,4726301.862355356
100423,6600781.471738663
100424,2386281.0878034197
100425,2772527.4628770854
100426,2595378.1163738114
100427,4078120.8416052256
100428,1908855.4038203286
100429,4375946.330184524
100430,2199861.27977537
100431,7662097.093015832
100432,2115415.4153027115
100433,3278863.0102600115
100434,4005765.608342416
100435,5288883.720886648
100436,1016649.3146040981
100437,1408114.7140181775
100438,1183823.6503202927
100439,2076405.943014489
100440,3691972.174281791
100441,3857026.9748299774
100442,1608226.0041031141
100443,2301361.7914722166
100444,3486476.982584011
100445,8897765.0780333
100446,12252110.863542534
100447,5078135.585988305
100448,3859049.514463788
100449,1740068.9024073805
100450,2026736.0917967604
100451,6409902.162355027
100452,2517885.053596077
100453,7885696.969553509
100454,5260895.061619579
100455,4223979.030464834
100456,2163340.9877534285
100457,8887812.715338146
100458,1927213.3142242166
100459,3364777.508593195
100460,17975414.692365892
100461,1434176.9038204353
100462,4571958.665573685
100463,14691325.11447784
100464,2437727.412063798
100465,2643130.4462187905
100466,2421355.265191305
100467,2423173.54671949
100468,1446133.8521651886
100469,5402729.999130795
100470,4438791.3112533875
100471,2999579.0629424416
100472,1510450.982064735
100473,3440988.020572605
100474,4014089.131563527
100475,2179505.4448268246
100476,3000430.9260599758
100477,4328711.266964999
100478,2878884.4307924816
100479,1806791.09525469
100480,4519486.4050072385
100481,12965613.383187758
100482,2218754.985923986
100483,2457248.484599315
100484,3333620.3890365385
100485,1688255.1503269656
100486,5293341.265435641
100487,4149680.849112591
100488,5674268.264657796
100489,5479003.922257199
100490,2486645.666774139
100491,3607046.368782853
100492,3888016.4581917315
100493,5154471.819188531
100494,2990265.6609943793
100495,4660317.451033754
100496,3744312.5920626344
100497,5767826.735822778
100498,3984155.512905272
100499,6184601.913812254
100500,3180754.9292579205
100501,2491246.2953771553
100502,5759841.549608197
100503,2004600.1273792514
100504,4907409.414735315
100505,1967140.654234011
100506,3238919.8094195235
100507,4886566.4830896305
100508,4624232.52444412
100509,4161949.354550758
100510,3299094.8059544894
100511,1994301.9161362837
100512,1527088.0721964634
100513,3724346.8115516133
100514,2205518.137939711
100515,5323216.752741254
100516,1430876.8027931117
100517,2000830.1975080576
100518,3127610.8544936706
100519,2644938.0297620595
100520,2221256.577728612
100521,9860284.24311521
100522,2963290.206428812
100523,1910268.253874321
100524,4061407.897479225
100525,4970802.443497843
100526,5502669.010569166
100527,11849168.298928952
100528,2067850.9419540141
100529,2886697.7375034266
100530,4470531.367930844
100531,7294145.718260027
100532,4808379.756663268
100533,2276921.3547577327
100534,3317455.9319631425
100535,13621936.422611922
100536,16473433.307739764
100537,3764797.472562081
100538,6588581.1344689615
100539,3333620.3890365385
100540,4511803.7695805775
100541,1703299.6675836062
100542,4692453.222460666
100543,1951264.2851630277
100544,2853795.0629123556
100545,2179505.4448268246
100546,6653840.943689388
100547,6390019.189658665
100548,1115605.4632440761
100549,4652634.815607093
100550,3238953.7195028663
100551,5357307.716133184
100552,2354251.1529979366
100553,2211921.7482042955
100554,1922874.501151447
100555,5768425.747802223
100556,8342183.435790359
100557,2196402.5292679695
100558,3945520.7892693556
100559,1572067.1395324154
100560,7331154.355937831
100561,2998717.555248764
100562,2037630.063166679
100563,1984181.9341998696
100564,1171038.659476609
100565,5324968.647476282
100566,1889486.0350260048
100567,1615481.1849650815
100568,9967009.155189048
100569,3440719.6118906355
100570,3527365.9058485185
100571,3400824.938362954
100572,3504763.2257168693
100573,2807535.6743964846
100574,2009399.0560613323
100575,2769909.9303552657
100576,2985438.1806560555
100577,3636499.0896206573
100578,3321128.724463079
100579,5224225.926523684
100580,8316442.84632776
100581,4591841.6382700475
100582,1680954.6120494509
100583,2216561.532593494
100584,1977299.0634802673
100585,3346966.2148108324
100586,13632473.49679251
100587,1194124.1344706006
100588,2686310.324432724
100589,9522724.49082349
100590,7861213.368254131
100591,1425132.8393863162
100592,2071024.4913688435
100593,2831764.360008531
100594,2239520.0716003985
100595,3439881.247008815
100596,3651991.578288804
100597,1815407.3308770696
100598,2119083.4697979977
100599,1472799.220064588
100600,3421513.057444105
100601,2301857.8269872786
100602,3184297.884157973
100603,2537191.2383906893
100604,3559174.736819423
100605,3653593.2408983367
100606,8342183.435790359
100607,2868567.187531354
100608,9971396.16132783
100609,1281438.6870334458
100610,3471553.3323843703
100611,1790684.82925318
100612,5130004.818660359
100613,1087062.2956759161
100614,4374118.7134172395
100615,2475128.695221132
100616,4278244.981760724
100617,3799946.347582976
100618,2445647.1593090594
100619,3669708.9829531563
100620,3566857.3722460843
100621,5270681.434412347
100622,9522724.49082349
100623,5110474.654645206
100624,2459061.7957488694
100625,6131245.049950226
100626,5768759.0248772735
100627,7211631.831143593
100628,2976039.0164880636
100629,13849037.231034901
100630,2817930.1691050497
100631,1677759.5126614694
100632,2166844.552014125
100633,3572291.512880759
100634,4234304.587813566
100635,4251666.939536916
100636,1407979.5311907604
100637,5989672.138028672
100638,3388470.923264167
100639,2990724.134392015
100640,2250761.258317541
100641,4211740.758849917
100642,1470850.6171387655
100643,1932613.3094084763
100644,5985382.43304639
100645,3859049.514463788
100646,2505121.1639704336
100647,5023962.303227129
100648,4374118.7134172395
100649,3269052.2019538386
100650,1684212.4292298453
100651,3025115.235633328
100652,3428496.3559991457
100653,2492487.0342222163
100654,2256156.26908132
100655,2140605.8271711334
100656,1869439.9881418736
100657,7500911.977261142
100658,2565659.4686431387
100659,1155444.244235935
100660,10372855.697472852
100661,2289413.019331192
100662,4789896.5672941785
100663,7459881.729698596
100664,6377563.093698125
100665,1579203.8761329264
100666,1084341.12436578
100667,2271750.3526852387
100668,2759734.15995943
100669,8275221.157209052
100670,4788922.9640154885
100671,2414580.1578668645
100672,2458036.402044656
100673,2414670.871815
100674,3878932.487160151
100675,8342183.435790359
100676,2350857.221131503
100677,8342183.435790359
100678,4810446.4104334
100679,3832543.373530598
100680,5942349.2047289815
100681,21834090.123839077
100682,3825233.750903759
100683,9832991.691610696
100684,12984358.017073592
100685,5589163.625040987
100686,4800524.289305745
100687,2943932.736894096
100688,2699675.976139387
100689,3630639.6307990286
100690,3952131.1521390104
100691,2994396.926891952
100692,1994301.9161362837
100693,8074298.152829753
100694,8980006.388807757
100695,2603060.751800473
100696,10937675.206994766
100697,6018770.902821767
100698,1652732.715418592
100699,4660683.628609087
100700,2001863.4866734766
100701,5078135.585988305
100702,3039818.484551706
100703,2313421.655457658
100704,8238212.519531247
100705,2492232.170975622
100706,4800524.289305745
100707,2707995.1203653705
100708,5099206.606430001
100709,3369332.7441220316
100710,2830392.193366636
100711,4374118.7134172395
100712,41591482.031356804
100713,1786566.9557032646
100714,2117501.5974676413
100715,3120770.771315658
100716,4825984.513217585
100717,9562644.183149384
100718,1643722.283991764
100719,2234919.442997382
100720,2112136.9412249685
100721,1584095.5991997123
100722,2361345.217746416
100723,18569207.390446052
100724,3163662.6360814446
100725,2097499.662008011
100726,1970018.9339388737
100727,3619215.2535053235
100728,1918295.2839771996
100729,1758074.2731666197
100730,4761357.355892465
100731,5507757.578125556
100732,2543608.999359554
100733,1757446.920273761
100734,8916782.541698812
100735,1497464.8650170588
100736,11018659.529606005
100737,5198412.213135689
100738,4832863.3579626465
100739,5535008.079226068
100740,2859001.4580961186
100741,11753551.509047113
100742,3236760.266172374
100743,1996411.0724519065
100744,3026771.5641617742
100745,2681881.096158226
100746,2506987.3681995864
100747,5090591.681948844
100748,1849249.7117110617
100749,4365392.4213841185
100750,3825283.0699952487
100751,7662097.093015832
100752,2736594.9143605586
100753,11390267.960645419
100754,4830175.532659588
100755,1614114.9352645543
100756,6018770.902821767
100757,8624642.031425044
100758,3231837.8065769724
100759,3370907.1964289
100760,1572532.207688756
100761,3031798.210049286
100762,7636356.503553233
100763,3163662.6360814446
100764,5126906.2110655075
100765,3423895.727396129
100766,4450392.636543644
100767,1263654.184161348
100768,2451981.4410241987
100769,2278814.8154298686
100770,3383077.4240207127
100771,7662097.093015832
100772,5257099.982611902
100773,3560727.6844103793
100774,5755922.859744602
100775,4798246.073163699
100776,2294675.7404537983
100777,3470896.452175402
100778,1136804.4955053262
100779,2028627.9796997642
100780,1741742.4435823956
100781,2245681.7913460624
100782,2416738.9363052947
100783,3546233.9966869964
100784,4495371.896715225
100785,3353503.3617329015
100786,6093884.787651963
100787,1759435.3229251597
100788,8342183.435790359
100789,3670413.0239150273
100790,2471656.363495828
100791,4591841.6382700475
100792,3316528.0958600626
100793,5474194.8931104
100794,6417584.797781688
100795,3457916.8431652808
100796,17433444.790657632
100797,7885696.969553509
100798,7487722.286439989
100799,2256156.26908132
100800,4985452.735402118
100801,2941031.9880596153
100802,5651464.789114011
100803,6857632.939542252
100804,2278289.1848586523
100805,2419012.5728049167
100806,5586080.1705090795
100807,2814672.066832055
100808,3554282.9492980232
100809,3680447.7931527183
100810,2784390.8125707847
100811,6640803.175822225
100812,7291132.651854268
100813,3220595.809098978
100814,2573310.4410340614
100815,2596899.43594084
100816,2285272.9782205736
100817,6223338.193907714
100818,2364037.544871956
100819,5507757.578125556
100820,2928581.814304928
100821,3241109.1359889484
100822,8389094.468635358
100823,4792841.653879084
100824,1843314.0804075566
100825,3871144.2402391825
100826,2473489.6946446965
100827,5046651.288001686
100828,3503737.9707683222
100829,2165702.681455699
100830,2989796.2982889353
100831,2060422.095690323
100832,2762141.335231954
100833,2932297.275372632
100834,4798845.085143144
100835,3871541.1790372473
100836,2990724.134392015
100837,13824400.086989848
100838,8305174.7981125545
100839,1744910.2393335786
100840,38675682.03191061
100841,11835987.677383425
100842,6600781.471738663
100843,1435885.6853663034
100844,2305548.338178913
100845,7599557.214426922
100846,7625088.455338027
100847,2669634.8668683576
100848,4575877.355437281
100849,2443014.4857910196
100850,3307979.5473571736
100851,3875601.470321769
100852,4406416.6739835655
100853,4858164.191926657
100854,3896848.982037028
100855,2814672.066832055
100856,2004196.7420006797
100857,6008733.146787501
100858,2543608.999359554
100859,2232403.3479136527
100860,9678735.907214962
100861,13034554.334406665
100862,1833229.0170998152
100863,5158390.509052126
100864,3339841.036363649
100865,1850509.1744647555
100866,3868266.5580311073
100867,4603442.963560304
100868,3865241.524557144
100869,4569277.809306398
100870,4281575.371139714
100871,2836288.079508938
100872,4770013.5945978165
100873,7625088.455338027
100874,5667461.249809931
100875,2755793.2556586633
100876,3998082.9729157547
100877,7331154.355937831
100878,8302161.731706796
100879,1932707.3195049674
100880,3047501.1199783674
100881,3919412.8110006773
100882,4433591.670670927
100883,2699675.976139387
100884,1176693.494121786
100885,5167561.592969113
100886,3142865.2453106004
100887,1913815.0001654262
100888,5902475.2756118
100889,1850197.3027024744
100890,2658947.0958727812
100891,3185826.9433906614
100892,7291132.651854268
100893,28594768.89320826
100894,7949021.245674322
100895,4205626.947738413
100896,2016856.4579217655
100897,3388303.164111606
100898,3171806.2195845135
100899,6409902.162355027
100900,7599557.214426922
100901,1553021.7303114764
100902,3896848.982037028
100903,3547420.3910543625
100904,5116405.395336839
100905,2656401.892829927
100906,1829136.1507888453
100907,3746769.4873984028
100908,11929851.500382224
100909,6478849.9812541995
100910,7482399.904203943
100911,1754684.059898193
100912,6686464.950667958
100913,5750734.442646302
100914,1522049.4897012312
100915,2204997.7041231142
100916,4916882.534341496
100917,1887003.7992025132
100918,1882793.7300581697
100919,5515753.451182047
100920,3164584.8567513134
100921,2414580.1578668645
100922,1975647.8892481085
100923,12813997.12384149
100924,5050569.9778652815
100925,4430509.663847282
100926,4746365.782508033
100927,7451480.299997708
100928,5615988.602111877
100929,6819852.871054401
100930,6934996.558378669
100931,1063511.2436140652
100932,5357307.716133184
100933,1379750.1846443035
100934,16736683.755447501
100935,4792841.653879084
100936,8658359.77613329
100937,2418572.9181164736
100938,1084392.048014761
100939,3507220.1210526377
100940,2238751.9013408097
100941,4547751.627751206
100942,1825261.4326454704
100943,2578565.82344354
100944,2775898.617032826
100945,4969287.103170093
100946,3350126.94011302
100947,4788922.9640154885
100948,2105342.85929146
100949,3657217.318379697
100950,3078400.1978665777
100951,2518833.327986801
100952,4484851.139683793
100953,1115416.4654099757
100954,6608464.107165324
100955,5482786.037872804
100956,4246431.218661095
100957,3231837.8065769724
100958,1737674.1979844696
100959,4421990.34538067
100960,5260895.061619579
100961,3264453.4645594317
100962,1703814.8702917644
100963,2002364.2066370482
100964,5038968.652575025
100965,4489012.380575109
100966,7122572.992110743
100967,2943437.2608595253
100968,3488645.625560846
100969,3559174.736819423
100970,1119162.8199276067
100971,5835363.4480712265
100972,1965047.528009411
100973,3564966.283209234
100974,8439151.093540289
100975,2190982.511247153
100976,4117069.760582332
100977,6190999.125250813
100978,4737891.002929962
100979,4912799.132766887
100980,4058237.8689088626
100981,2886595.7174666733
100982,4495190.936099794
100983,12770511.538220908
100984,2431595.044861387
100985,8624642.031425044
100986,5650153.756365783
100987,3392903.7927146223
100988,5317286.012049621
100989,2175552.6509905476
100990,5466803.584987498
100991,2443236.27951372
100992,6640803.175822225
100993,2682031.923169479
100994,4423910.117716399
100995,5544610.148198772
100996,6698821.013803577
100997,1853148.1233769795
100998,2029683.2488207503
100999,4062156.558772457
101000,5924840.28887784
101001,2121443.2610276537
101002,5767524.185034858
101003,1733899.4030786497
101004,3722847.8893289748
101005,4426590.973983686
101006,1923507.3819429544
101007,2462637.0306476727
101008,1410741.4803941862
101009,7539652.537646997
101010,3238953.7195028663
101011,5978749.198738204
101012,1448647.635465042
101013,2591057.4880169993
101014,21837906.13561158
101015,3240664.6645599706
101016,3169185.48535433
101017,3287293.7196427034
101018,9004489.990107138
101019,4797497.411870467
101020,3728194.9919066112
101021,2364565.6340131303
101022,2657068.035903816
101023,3541071.0292099197
101024,3180754.9292579205
101025,3168263.264684461
101026,3236508.507385932
101027,3335240.4077606327
101028,2362618.416658405
101029,5198412.213135689
101030,5519025.626340762
101031,9932538.398621265
101032,7045640.609726352
101033,4161949.354550758
101034,2741376.2495555417
101035,5364990.351559845
101036,6648485.811248886
101037,4769039.991319126
101038,3355883.580365173
101039,1929127.380340596
101040,2929491.4102062345
101041,1343272.9077001791
101042,2989796.2982889353
101043,5154471.819188531
101044,1254507.89871744
101045,2404470.661813926
101046,2055154.5055604917
101047,3111446.3974202746
101048,6009740.594122428
101049,3576892.1414837753
101050,3001799.562072409
101051,2325942.69209827
101052,29929560.612094216
101053,8476158.856372153
101054,5110474.654645206
101055,1115416.4654099757
101056,4830175.532659588
101057,3167205.590981497
101058,2021057.4523211883
101059,2068286.7715247923
101060,7849367.465029559
101061,3035009.455404908
101062,2886724.9559986503
101063,8522295.069026254
101064,5475085.232393604
101065,7989042.949757885
101066,4519188.035634816
101067,4623581.694947504
101068,1418677.001173456
101069,4446473.9466800485
101070,1617715.3289344765
101071,4258032.543951351
101072,1685642.2100098238
101073,2829359.0872086207
101074,2915204.982196156
101075,2338157.782833767
101076,2045847.705894146
101077,5317704.383630636
101078,3148346.02559321
101079,2092436.5044910589
101080,7662097.093015832
101081,4855082.185103012
101082,4386934.851843561
101083,4696171.738083632
101084,5466803.584987498
101085,4144857.061374282
101086,2353512.8982541137
101087,3008413.653757886
101088,3927932.129467288
101089,2681551.6372031956
101090,26512668.721095026
101091,1530136.7384551074
101092,7294145.718260027
101093,2767879.977356696
101094,3415204.3558961004
101095,5775218.04394568
101096,1314867.9535903945
101097,4231492.639536795
101098,11044400.119068604
101099,7865813.996857147
101100,2377055.184567478
101101,1910268.253874321
101102,1901428.1903019205
101103,8579018.469266081
101104,5724874.962972951
101105,3189099.677613202
101106,4161949.354550758
101107,2672831.8878932977
101108,3044289.8746227454
101109,3336560.6383465705
101110,1952239.9061129796
101111,7305413.766475232
101112,1736153.870724406
101113,4117256.3639753177
101114,2870292.270594265
101115,2022677.2613188298
101116,3865753.266863097
101117,3799200.315698454
101118,4021365.6471619806
101119,12416052.558769537
101120,5260596.692247156
101121,9625026.818030223
101122,2410155.624713198
101123,6787513.802397499
101124,2373160.3377253893
101125,2347329.4897441813
101126,2767621.0607203236
101127,4226621.952386905
101128,6808584.822839195
101129,4571958.665573685
101130,1912344.5655962653
101131,2433126.7834607814
101132,5023962.303227129
101133,3387877.1468271106
101134,1355172.812027087
101135,22174149.21896399
101136,2720227.203686037
101137,4800524.289305745
101138,5346039.667917978
101139,9632856.586365163
101140,2369379.898388769
101141,4788922.9640154885
101142,1194122.8429782114
101143,5486686.55768386
101144,5986431.834164865
101145,1711554.3475444943
101146,2668818.828744684
101147,2817900.5287931766
101148,3068298.5107492115
101149,1637535.721246789
101150,7599557.214426922
101151,3746769.4873984028
101152,5114414.546492048
101153,4181832.327247121
101154,3395286.4626666466
101155,1853164.755797347
101156,8342183.435790359
101157,4576360.892480689
101158,5038968.652575025
101159,10979538.224292686
101160,4438192.299273943
101161,1966218.326780157
101162,2955273.930811651
101163,3685256.8222995163
101164,5166073.144478787
101165,2027721.1963944351
101166,1479398.72892386
101167,17442725.60768169
101168,4792080.142692953
101169,7662097.093015832
101170,6775182.342263143
101171,5004079.330530767
101172,3901449.6106400443
101173,2887523.553569753
101174,7599557.214426922
101175,3095372.7519417973
101176,2728591.08145452
101177,2656046.793004149
101178,1608252.3733524124
101179,2337905.2567570377
101180,4720641.146664536
101181,4202710.450150578
101182,3651991.578288804
101183,2381803.521776247
101184,2377471.9888135316
101185,13204175.946105292
101186,3253600.800562408
101187,4262519.603533939
101188,5146190.171782425
101189,1107685.0924448457
101190,8897975.594838735
101191,1993372.5452112488
101192,2661668.6645068326
101193,7294145.718260027
101194,2612427.6992663215
101195,4029439.855418438
101196,3021179.116735984
101197,4149457.6899772985
101198,3110096.8958507143
101199,3206972.1764624985
101200,1694900.951900017
101201,3011033.1243728735
101202,4278244.981760724
101203,3517254.8902903288
101204,5031644.93865379
101205,2276921.3547577327
101206,6491827.003002429
101207,3154373.4028950925
101208,3618573.2844125233
101209,2166989.6518690665
101210,9416210.095555088
101211,16608415.539074278
101212,3692939.4577261778
101213,6369880.458271464
101214,11024816.400301157
101215,1390442.9175326494
101216,4591841.6382700475
101217,1450829.2141883264
101218,10054482.01713182
101219,3740639.7995626978
101220,5680934.569025793
101221,3423969.9527798733
101222,4511803.7695805775
101223,4788922.9640154885
101224,1825806.715850817
101225,2616894.942703954
101226,2481732.0858986946
101227,13934079.179665517
101228,4808653.55938679
